test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
C1,500,1.5,18,SimpleAugmentingMatcher,-1,na,wall_clock_ms,18.6332
C1,500,1.5,18,SimpleAugmentingMatcher,-1,na,matching_size,500
C1,500,1.5,18,HopcroftKarpMatcher,0,na,paths_found_per_phase,485
C1,500,1.5,18,HopcroftKarpMatcher,0,na,bfs_edges_visited,11180
C1,500,1.5,18,HopcroftKarpMatcher,0,na,dfs_edges_visited,5661
C1,500,1.5,18,HopcroftKarpMatcher,0,na,defect_at_iteration,15
C1,500,1.5,18,HopcroftKarpMatcher,1,na,paths_found_per_phase,15
C1,500,1.5,18,HopcroftKarpMatcher,1,na,bfs_edges_visited,5668
C1,500,1.5,18,HopcroftKarpMatcher,1,na,dfs_edges_visited,2529
C1,500,1.5,18,HopcroftKarpMatcher,1,na,defect_at_iteration,0
C1,500,1.5,18,HopcroftKarpMatcher,-1,na,phase_count,2
C1,500,1.5,18,HopcroftKarpMatcher,-1,na,main_loop_iters,2
C1,500,1.5,18,HopcroftKarpMatcher,-1,na,total_bfs_edges_visited,16848
C1,500,1.5,18,HopcroftKarpMatcher,-1,na,total_edges_visited,25038
C1,500,1.5,18,HopcroftKarpMatcher,-1,na,matching_size,500
C1,500,1.5,18,HopcroftKarpMatcher,-1,na,wall_clock_ms,0.855056
C1,500,1.5,18,HopcroftKarpMatcher,-1,na,matching_size,500
