test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,0,mixed,defect_at_iteration,199
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,1,mixed,defect_at_iteration,198
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,2,mixed,defect_at_iteration,197
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,3,mixed,defect_at_iteration,196
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,4,mixed,defect_at_iteration,195
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,5,mixed,defect_at_iteration,194
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,6,mixed,defect_at_iteration,193
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,7,mixed,defect_at_iteration,192
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,8,mixed,defect_at_iteration,191
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,9,mixed,defect_at_iteration,190
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,10,mixed,defect_at_iteration,189
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,11,mixed,defect_at_iteration,188
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,12,mixed,defect_at_iteration,187
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,13,mixed,defect_at_iteration,186
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,14,mixed,defect_at_iteration,185
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,15,mixed,defect_at_iteration,184
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,16,mixed,defect_at_iteration,183
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,17,mixed,defect_at_iteration,182
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,18,mixed,defect_at_iteration,181
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,19,mixed,defect_at_iteration,180
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,20,mixed,defect_at_iteration,179
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,21,mixed,defect_at_iteration,178
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,22,mixed,defect_at_iteration,177
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,23,mixed,defect_at_iteration,176
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,24,mixed,defect_at_iteration,175
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,25,mixed,defect_at_iteration,174
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,26,mixed,defect_at_iteration,173
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,27,mixed,defect_at_iteration,172
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,28,mixed,defect_at_iteration,171
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,29,mixed,defect_at_iteration,170
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,30,mixed,defect_at_iteration,169
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,31,mixed,defect_at_iteration,168
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,32,mixed,defect_at_iteration,167
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,33,mixed,defect_at_iteration,166
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,34,mixed,defect_at_iteration,165
C2,200,1.5,29,HungarianMatcher+BellmanFordStrategy,35,mixed,defect_at_iteration,164
