n,alpha,algorithm,rep,ret_size,ora_size,size_correct,ret_value,ora_value,value_correct
4,1.5,HungarianMatcher+BellmanFordStrategy,23,3.0,3.0,True,-19.0,-19.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,24,3.0,3.0,True,-12.0,-12.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,25,4.0,4.0,True,-28.0,-28.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,26,4.0,4.0,True,-34.0,-34.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,27,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,28,4.0,4.0,True,-46.0,-46.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,29,4.0,4.0,True,-18.0,-18.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,30,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,31,4.0,4.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,32,4.0,4.0,True,-36.0,-36.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,33,3.0,3.0,True,-33.0,-33.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,34,3.0,3.0,True,-15.0,-15.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,35,3.0,3.0,True,-22.0,-22.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,36,3.0,3.0,True,-15.0,-15.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,37,4.0,4.0,True,-32.0,-32.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,38,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,39,4.0,4.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,40,4.0,4.0,True,-33.0,-33.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,41,3.0,3.0,True,-21.0,-21.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,42,3.0,3.0,True,-17.0,-17.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,43,3.0,3.0,True,-21.0,-21.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,44,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,45,4.0,4.0,True,-46.0,-46.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,46,4.0,4.0,True,-18.0,-18.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,47,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,48,3.0,3.0,True,-18.0,-18.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,49,4.0,4.0,True,-36.0,-36.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,50,3.0,3.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,51,4.0,4.0,True,-31.0,-31.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,52,4.0,4.0,True,-37.0,-37.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,53,4.0,4.0,True,-26.0,-26.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,54,4.0,4.0,True,-32.0,-32.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,55,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,56,4.0,4.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,57,3.0,3.0,True,-25.0,-25.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,58,4.0,4.0,True,-22.0,-22.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,59,4.0,4.0,True,-28.0,-28.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,60,4.0,4.0,True,-34.0,-34.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,61,3.0,3.0,True,-17.0,-17.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,62,4.0,4.0,True,-46.0,-46.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,63,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,64,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,65,4.0,4.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,66,3.0,3.0,True,-20.0,-20.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,67,3.0,3.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,68,4.0,4.0,True,-31.0,-31.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,69,4.0,4.0,True,-37.0,-37.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,70,3.0,3.0,True,-15.0,-15.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,71,3.0,3.0,True,-17.0,-17.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,72,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,73,4.0,4.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,74,4.0,4.0,True,-33.0,-33.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,75,4.0,4.0,True,-22.0,-22.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,76,4.0,4.0,True,-28.0,-28.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,77,3.0,3.0,True,-21.0,-21.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,78,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,79,3.0,3.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,80,4.0,4.0,True,-18.0,-18.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,81,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,82,4.0,4.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,83,4.0,4.0,True,-36.0,-36.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,84,4.0,4.0,True,-42.0,-42.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,85,3.0,3.0,True,-15.0,-15.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,86,4.0,4.0,True,-37.0,-37.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,87,4.0,4.0,True,-26.0,-26.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,88,3.0,3.0,True,-17.0,-17.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,89,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,90,4.0,4.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,91,4.0,4.0,True,-33.0,-33.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,92,4.0,4.0,True,-22.0,-22.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,93,4.0,4.0,True,-28.0,-28.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,94,3.0,3.0,True,-21.0,-21.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,95,3.0,3.0,True,-20.0,-20.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,96,4.0,4.0,True,-46.0,-46.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,97,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,98,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+BellmanFordStrategy,99,4.0,4.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,0,4.0,4.0,True,-31.0,-31.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,1,4.0,4.0,True,-37.0,-37.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,2,4.0,4.0,True,-26.0,-26.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,3,3.0,3.0,True,-17.0,-17.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,4,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,5,3.0,3.0,True,-12.0,-12.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,6,4.0,4.0,True,-33.0,-33.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,7,4.0,4.0,True,-22.0,-22.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,8,4.0,4.0,True,-28.0,-28.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,9,4.0,4.0,True,-34.0,-34.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,10,4.0,4.0,True,-23.0,-23.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,11,3.0,3.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,12,4.0,4.0,True,-18.0,-18.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,13,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,14,4.0,4.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,15,4.0,4.0,True,-36.0,-36.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,16,3.0,3.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,17,4.0,4.0,True,-31.0,-31.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,18,4.0,4.0,True,-37.0,-37.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,19,3.0,3.0,True,-15.0,-15.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,20,4.0,4.0,True,-32.0,-32.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,21,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,22,3.0,3.0,True,-26.0,-26.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,23,3.0,3.0,True,-19.0,-19.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,24,3.0,3.0,True,-12.0,-12.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,25,4.0,4.0,True,-28.0,-28.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,26,4.0,4.0,True,-34.0,-34.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,27,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,28,4.0,4.0,True,-46.0,-46.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,29,4.0,4.0,True,-18.0,-18.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,30,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,31,4.0,4.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,32,4.0,4.0,True,-36.0,-36.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,33,3.0,3.0,True,-33.0,-33.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,34,3.0,3.0,True,-15.0,-15.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,35,3.0,3.0,True,-22.0,-22.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,36,3.0,3.0,True,-15.0,-15.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,37,4.0,4.0,True,-32.0,-32.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,38,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,39,4.0,4.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,40,4.0,4.0,True,-33.0,-33.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,41,3.0,3.0,True,-21.0,-21.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,42,3.0,3.0,True,-17.0,-17.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,43,3.0,3.0,True,-21.0,-21.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,44,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,45,4.0,4.0,True,-46.0,-46.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,46,4.0,4.0,True,-18.0,-18.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,47,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,48,3.0,3.0,True,-18.0,-18.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,49,4.0,4.0,True,-36.0,-36.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,50,3.0,3.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,51,4.0,4.0,True,-31.0,-31.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,52,4.0,4.0,True,-37.0,-37.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,53,4.0,4.0,True,-26.0,-26.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,54,4.0,4.0,True,-32.0,-32.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,55,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,56,4.0,4.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,57,3.0,3.0,True,-25.0,-25.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,58,4.0,4.0,True,-22.0,-22.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,59,4.0,4.0,True,-28.0,-28.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,60,4.0,4.0,True,-34.0,-34.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,61,3.0,3.0,True,-17.0,-17.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,62,4.0,4.0,True,-46.0,-46.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,63,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,64,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,65,4.0,4.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,66,3.0,3.0,True,-20.0,-20.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,67,3.0,3.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,68,4.0,4.0,True,-31.0,-31.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,69,4.0,4.0,True,-37.0,-37.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,70,3.0,3.0,True,-15.0,-15.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,71,3.0,3.0,True,-17.0,-17.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,72,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,73,4.0,4.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,74,4.0,4.0,True,-33.0,-33.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,75,4.0,4.0,True,-22.0,-22.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,76,4.0,4.0,True,-28.0,-28.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,77,3.0,3.0,True,-21.0,-21.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,78,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,79,3.0,3.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,80,4.0,4.0,True,-18.0,-18.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,81,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,82,4.0,4.0,True,-30.0,-30.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,83,4.0,4.0,True,-36.0,-36.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,84,4.0,4.0,True,-42.0,-42.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,85,3.0,3.0,True,-15.0,-15.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,86,4.0,4.0,True,-37.0,-37.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,87,4.0,4.0,True,-26.0,-26.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,88,3.0,3.0,True,-17.0,-17.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,89,4.0,4.0,True,-38.0,-38.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,90,4.0,4.0,True,-27.0,-27.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,91,4.0,4.0,True,-33.0,-33.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,92,4.0,4.0,True,-22.0,-22.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,93,4.0,4.0,True,-28.0,-28.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,94,3.0,3.0,True,-21.0,-21.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,95,3.0,3.0,True,-20.0,-20.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,96,4.0,4.0,True,-46.0,-46.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,97,3.0,3.0,True,-9.0,-9.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,98,4.0,4.0,True,-41.0,-41.0,True
4,1.5,HungarianMatcher+JohnsonDijkstraStrategy,99,4.0,4.0,True,-30.0,-30.0,True
