n,alpha,algorithm,rep,ret_size,ora_size,size_correct,ret_value,ora_value,value_correct
2,1.5,HungarianMatcher+BellmanFordStrategy,0,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,1,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,2,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,3,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,4,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,5,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,6,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,7,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,8,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,9,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,10,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,11,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,12,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,13,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,14,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,15,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,16,2.0,2.0,True,-6.0,-6.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,17,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,18,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,19,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,20,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,21,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,22,2.0,2.0,True,-7.0,-7.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,23,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,24,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,25,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,26,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,27,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,28,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,29,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,30,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,31,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,32,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,33,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,34,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,35,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,36,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,37,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,38,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,39,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,40,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,41,2.0,2.0,True,-6.0,-6.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,42,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,43,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,44,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,45,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,46,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,47,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,48,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,49,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,50,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,51,2.0,2.0,True,-6.0,-6.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,52,2.0,2.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,53,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,54,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,55,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,56,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,57,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,58,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,59,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,60,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,61,2.0,2.0,True,-6.0,-6.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,62,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,63,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,64,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,65,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,66,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,67,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,68,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,69,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,70,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,71,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,72,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,73,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,74,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,75,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,76,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,77,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,78,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,79,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,80,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,81,2.0,2.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,82,2.0,2.0,True,-7.0,-7.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,83,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,84,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,85,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,86,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,87,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,88,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,89,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,90,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,91,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,92,2.0,2.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,93,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,94,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,95,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,96,2.0,2.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,97,2.0,2.0,True,-7.0,-7.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,98,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+BellmanFordStrategy,99,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,0,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,1,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,2,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,3,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,4,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,5,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,6,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,7,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,8,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,9,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,10,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,11,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,12,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,13,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,14,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,15,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,16,2.0,2.0,True,-6.0,-6.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,17,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,18,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,19,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,20,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,21,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,22,2.0,2.0,True,-7.0,-7.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,23,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,24,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,25,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,26,1.0,1.0,True,-1.0,-1.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,27,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,28,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,29,2.0,2.0,True,-4.0,-4.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,30,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,31,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,32,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,33,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,34,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,35,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,36,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,37,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,38,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,39,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,40,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,41,2.0,2.0,True,-6.0,-6.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,42,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,43,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,44,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,45,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,46,1.0,1.0,True,0.0,0.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,47,1.0,1.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,48,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,49,1.0,1.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,50,2.0,2.0,True,-5.0,-5.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,51,2.0,2.0,True,-6.0,-6.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,52,2.0,2.0,True,-2.0,-2.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,53,2.0,2.0,True,-3.0,-3.0,True
2,1.5,HungarianMatcher+JohnsonDijkstraStrategy,54,2.0,2.0,True,-4.0,-4.0,True
