Vertices,Source,Dest,IO_Time,Algo_Time,I,D,U,Sift_Up,Sift_Down
1048576,250657,-1,1669.16,757.82,1048576,1048576,181071,252155,10476918
1048576,900418,-1,1666.66,792.907,1048576,1048576,181045,252592,10478255
1048576,241375,-1,1648.18,721.065,1048576,1048576,181599,252401,10483434
1048576,733219,-1,1649.46,791.704,1048576,1048576,181479,252756,10481431
1048576,532889,-1,1637.21,791.912,1048576,1048576,180650,251672,10473128
1048576,360963,-1,2365.91,944.95,1048576,1048576,344258,370359,12308594
1048576,501320,-1,2390.7,944.672,1048576,1048576,345335,370553,12317089
1048576,922800,-1,2381.18,946.587,1048576,1048576,344950,371151,12314387
1048576,592712,-1,2380.52,953.289,1048576,1048576,345418,369863,12319064
1048576,660114,-1,2366.23,952.513,1048576,1048576,345150,371881,12316869
1048576,599842,-1,2376.01,950.918,1048576,1048576,344445,370632,12308424
1048576,625120,-1,2371.86,950.619,1048576,1048576,344231,371922,12308371
1048576,849213,-1,2385.63,978.423,1048576,1048576,344896,370878,12313003
1048576,636683,-1,2357.79,956.072,1048576,1048576,344519,371332,12308739
1048576,570321,-1,2377.23,969.098,1048576,1048576,343827,371099,12303355
1048576,224942,-1,2383.23,1013,1048576,1048576,344357,371170,12308193
1048576,1002337,-1,2371.07,957.255,1048576,1048576,344799,370678,12313137
1048576,165706,-1,2380.67,1042.46,1048576,1048576,344589,370855,12310351
1048576,762656,-1,2412.51,946.103,1048576,1048576,344558,371523,12311125
1048576,142649,-1,2382.99,952.598,1048576,1048576,345018,372998,12314989
1048576,955957,-1,2380.52,947.901,1048576,1048576,344381,371532,12307925
1048576,453291,-1,2375.96,945.885,1048576,1048576,345286,370713,12317919
1048576,601585,-1,2382.77,942.227,1048576,1048576,345121,371849,12315846
1048576,280344,-1,2393.9,1015.7,1048576,1048576,344604,370895,12310429
1048576,295903,-1,2380.43,1036.49,1048576,1048576,344417,370556,12308685
1048576,973984,-1,2371.08,948.158,1048576,1048576,344588,370802,12312303
1048576,743208,-1,2407.7,949.538,1048576,1048576,345089,371615,12315369
